Retailer,License Number,Order #,Order Date,Fulfillment Status,Brand,Product,Units,Unit Price,Net Sales,Payment Terms,Sales Rep,Market
Smokey Paradise,OCM-RETL-24-000139,990300,2026-06-10,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Trainwreck,223,3.50,780.50,Net 30,M. Okafor,New York
Smokey Paradise,OCM-RETL-24-000139,990301,2026-06-18,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Trainwreck,321,3.50,1123.50,Net 30,M. Okafor,New York
Smokey Paradise,OCM-RETL-24-000139,990303,2026-07-01,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Space Candy,459,3.50,1606.50,COD,S. Lindqvist,New York
Smokey Paradise,OCM-RETL-24-000139,990304,2026-07-07,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Space Candy,425,3.50,1487.50,Net 30,M. Okafor,New York
Smokey Paradise,OCM-RETL-24-000139,990305,2026-07-13,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Trainwreck,355,3.50,1242.50,COD,A. Torres,New York
Smokey Paradise,OCM-RETL-24-000139,990306,2026-07-18,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Blue Razz,160,12.00,1920.00,Net 30,S. Lindqvist,New York
Smokey Paradise,OCM-RETL-24-000139,990307,2026-07-24,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Trainwreck,283,3.50,990.50,Net 30,J. Brady,New York
Smokey Paradise,OCM-RETL-24-000139,990309,2026-08-04,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Space Candy,643,3.50,2250.50,COD,A. Torres,New York
Smokey Paradise,OCM-RETL-24-000139,990311,2026-08-14,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Space Candy,774,3.50,2709.00,Net 15,J. Brady,New York
Smokey Paradise,OCM-RETL-24-000139,990313,2026-08-23,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Space Candy,749,3.50,2621.50,Net 15,A. Torres,New York
Smokey Paradise,OCM-RETL-24-000139,990314,2026-08-27,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Trainwreck,399,3.50,1396.50,COD,M. Okafor,New York
Smokey Paradise,OCM-RETL-24-000139,990315,2026-08-31,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Space Candy,798,3.50,2793.00,Net 15,S. Lindqvist,New York
Smokey Paradise,OCM-RETL-24-000139,990316,2026-09-04,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Space Candy,774,3.50,2709.00,Net 30,J. Brady,New York
Smokey Paradise,OCM-RETL-24-000139,990318,2026-09-12,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Space Candy,638,3.50,2233.00,Net 15,M. Okafor,New York
Smokey Paradise,OCM-RETL-24-000139,990319,2026-09-16,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Space Candy,728,3.50,2548.00,Net 30,A. Torres,New York
Smokey Paradise,OCM-RETL-24-000139,990320,2026-09-20,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Blue Razz,153,12.00,1836.00,Net 15,A. Torres,New York
Just Breathe - Binghamton,OCM-CAURD-23-000004,990325,2026-07-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Triple Cake,50,3.50,175.00,Net 15,S. Lindqvist,New York
Just Breathe - Binghamton,OCM-CAURD-23-000004,990326,2026-08-23,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,34,15.00,510.00,Net 30,M. Okafor,New York
Guardian Wellness LLC,OCM-RETL-24-000171,990338,2026-05-30,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Kiwi,77,5.00,385.00,Net 15,A. Torres,New York
Guardian Wellness LLC,OCM-RETL-24-000171,990339,2026-06-14,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Kiwi,90,5.00,450.00,Net 30,J. Brady,New York
Guardian Wellness LLC,OCM-RETL-24-000171,990340,2026-07-01,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Kiwi,74,5.00,370.00,Net 30,M. Okafor,New York
Guardian Wellness LLC,OCM-RETL-24-000171,990341,2026-07-15,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Kiwi,79,5.00,395.00,COD,S. Lindqvist,New York
Guardian Wellness LLC,OCM-RETL-24-000171,990342,2026-07-31,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Kiwi,122,5.00,610.00,Net 30,A. Torres,New York
Guardian Wellness LLC,OCM-RETL-24-000171,990343,2026-08-13,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Kiwi,107,5.00,535.00,COD,J. Brady,New York
Guardian Wellness LLC,OCM-RETL-24-000171,990344,2026-08-27,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Kiwi,122,5.00,610.00,Net 30,M. Okafor,New York
Guardian Wellness LLC,OCM-RETL-24-000171,990345,2026-09-07,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Kiwi,123,5.00,615.00,Net 30,A. Torres,New York
Guardian Wellness LLC,OCM-RETL-24-000171,990346,2026-09-19,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Kiwi,125,5.00,625.00,COD,A. Torres,New York
Healthy Choice Seaview LLC,OCM-RETL-24-000106,990352,2026-06-03,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Banana Cream Pie,105,12.00,1260.00,Net 30,A. Torres,New York
Healthy Choice Seaview LLC,OCM-RETL-24-000106,990353,2026-07-07,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Banana Cream Pie,123,12.00,1476.00,Net 30,S. Lindqvist,New York
Healthy Choice Seaview LLC,OCM-RETL-24-000106,990354,2026-08-06,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Banana Cream Pie,89,12.00,1068.00,Net 30,S. Lindqvist,New York
Healthy Choice Seaview LLC,OCM-RETL-24-000106,990355,2026-09-06,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Banana Cream Pie,127,12.00,1524.00,Net 15,A. Torres,New York
Ripe Cannabis,OCM-CAURD-24-000215,990394,2026-05-26,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | GG#4,340,3.50,1190.00,Net 30,S. Lindqvist,New York
Ripe Cannabis,OCM-CAURD-24-000215,990395,2026-05-30,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Kush Mintz,298,3.50,1043.00,COD,A. Torres,New York
Flynnstoned - Baytowne,OCM-RETL-25-000326,990409,2026-06-07,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Banana Cream Pie,42,12.00,504.00,COD,A. Torres,New York
Flynnstoned - Baytowne,OCM-RETL-25-000326,990410,2026-06-20,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Blue Razz,23,15.00,345.00,Net 30,M. Okafor,New York
Flynnstoned - Baytowne,OCM-RETL-25-000326,990411,2026-07-05,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Blue Razz,25,15.00,375.00,Net 30,J. Brady,New York
Flynnstoned - Baytowne,OCM-RETL-25-000326,990412,2026-07-18,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Blue Razz,22,15.00,330.00,Net 15,A. Torres,New York
Flynnstoned - Baytowne,OCM-RETL-25-000326,990413,2026-07-30,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Lemon Cherry Gelato,55,12.00,660.00,Net 30,M. Okafor,New York
Flynnstoned - Baytowne,OCM-RETL-25-000326,990414,2026-08-10,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Lemon Cherry Gelato,60,12.00,720.00,Net 15,J. Brady,New York
Flynnstoned - Baytowne,OCM-RETL-25-000326,990415,2026-08-21,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Blue Razz,35,15.00,525.00,Net 30,A. Torres,New York
Flynnstoned - Baytowne,OCM-RETL-25-000326,990416,2026-09-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Blue Razz,31,15.00,465.00,COD,A. Torres,New York
Flynnstoned - Baytowne,OCM-RETL-25-000326,990417,2026-09-11,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Blue Razz,26,15.00,390.00,Net 30,J. Brady,New York
Flynnstoned - Baytowne,OCM-RETL-25-000326,990418,2026-09-21,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Banana Cream Pie,68,12.00,816.00,COD,M. Okafor,New York
William Jane,OCM-CAURD-23-000006,990431,2026-07-04,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Dulce De Uva,88,12.00,1056.00,Net 15,J. Brady,New York
William Jane,OCM-CAURD-23-000006,990432,2026-07-20,Delivered,Dragonfly,Dragonfly | 1g Vape (50ct) | Lychee Dream,99,15.00,1485.00,Net 30,M. Okafor,New York
William Jane,OCM-CAURD-23-000006,990433,2026-08-05,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Orange Creampop,236,3.50,826.00,Net 30,J. Brady,New York
William Jane,OCM-CAURD-23-000006,990434,2026-08-19,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Orange Creampop,264,3.50,924.00,Net 30,J. Brady,New York
William Jane,OCM-CAURD-23-000006,990435,2026-09-03,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Dulce De Uva,134,12.00,1608.00,Net 15,J. Brady,New York
BK Exotic,OCM-CAURD-24-000048,990442,2026-06-12,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Lemon Cherry Gelato,87,12.00,1044.00,COD,S. Lindqvist,New York
BK Exotic,OCM-CAURD-24-000048,990443,2026-07-23,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Lemon Cherry Gelato,91,12.00,1092.00,Net 30,J. Brady,New York
BK Exotic,OCM-CAURD-24-000048,990444,2026-08-27,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Lemon Cherry Gelato,91,12.00,1092.00,Net 15,M. Okafor,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990466,2026-05-26,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Candy Fumez,126,12.00,1512.00,Net 30,M. Okafor,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990467,2026-06-02,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Banana Cream Pie,203,12.00,2436.00,Net 15,A. Torres,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990468,2026-06-08,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Banana Cream Pie,198,12.00,2376.00,Net 30,A. Torres,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990469,2026-06-14,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Candy Fumez,114,12.00,1368.00,COD,J. Brady,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990470,2026-06-20,Delivered,Dragonfly,Dragonfly | 1g Preroll (100ct) | Ice Cream Cookies,298,3.50,1043.00,Net 30,S. Lindqvist,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990471,2026-06-26,Delivered,Dragonfly,Dragonfly | 1g Preroll (100ct) | Ice Cream Cookies,260,3.50,910.00,COD,A. Torres,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990473,2026-07-06,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Candy Fumez,180,12.00,2160.00,Net 15,M. Okafor,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990474,2026-07-11,Delivered,Dragonfly,Dragonfly | 1g Preroll (100ct) | Ice Cream Cookies,248,3.50,868.00,Net 30,M. Okafor,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990475,2026-07-15,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Banana Cream Pie,200,12.00,2400.00,COD,S. Lindqvist,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990478,2026-07-28,Delivered,Dragonfly,Dragonfly | 1g Preroll (100ct) | Ice Cream Cookies,408,3.50,1428.00,COD,M. Okafor,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990479,2026-08-01,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Candy Fumez,175,12.00,2100.00,Net 30,M. Okafor,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990480,2026-08-05,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Banana Cream Pie,295,12.00,3540.00,Net 30,S. Lindqvist,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990481,2026-08-09,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Candy Fumez,178,12.00,2136.00,Net 30,A. Torres,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990483,2026-08-17,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Candy Fumez,232,12.00,2784.00,Net 30,A. Torres,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990484,2026-08-21,Delivered,Dragonfly,Dragonfly | 1g Preroll (100ct) | Ice Cream Cookies,284,3.50,994.00,COD,A. Torres,New York
Polanco Brothers Ridgewood,OCM-RETL-24-000075,990485,2026-08-25,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Banana Cream Pie,236,12.00,2832.00,Net 15,J. Brady,New York
Munchies Dispensary,OCM-CAURD-24-000203,990492,2026-06-24,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Triple Cake,67,3.50,234.50,COD,A. Torres,New York
Munchies Dispensary,OCM-CAURD-24-000203,990493,2026-07-24,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Northern Lights,60,3.50,210.00,Net 15,J. Brady,New York
Munchies Dispensary,OCM-CAURD-24-000203,990494,2026-08-27,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Northern Lights,80,3.50,280.00,COD,J. Brady,New York
Torches NYC,OCM-CAURD-24-000077,990518,2026-05-28,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Nascar,52,12.00,624.00,COD,M. Okafor,New York
Torches NYC,OCM-CAURD-24-000077,990519,2026-06-03,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Jelly Donut,119,12.00,1428.00,COD,S. Lindqvist,New York
Torches NYC,OCM-CAURD-24-000077,990520,2026-06-09,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Nascar,83,12.00,996.00,Net 15,J. Brady,New York
Torches NYC,OCM-CAURD-24-000077,990521,2026-06-14,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Jelly Donut,179,12.00,2148.00,Net 30,A. Torres,New York
Torches NYC,OCM-CAURD-24-000077,990522,2026-06-19,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Jelly Donut,121,12.00,1452.00,Net 15,J. Brady,New York
Torches NYC,OCM-CAURD-24-000077,990524,2026-06-29,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Jelly Donut,190,12.00,2280.00,Net 30,S. Lindqvist,New York
Torches NYC,OCM-CAURD-24-000077,990525,2026-07-04,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Nascar,79,12.00,948.00,Net 30,S. Lindqvist,New York
Torches NYC,OCM-CAURD-24-000077,990526,2026-07-08,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Jelly Donutz,857,3.50,2999.50,COD,M. Okafor,New York
Torches NYC,OCM-CAURD-24-000077,990527,2026-07-12,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Jelly Donut,199,12.00,2388.00,Net 30,S. Lindqvist,New York
Torches NYC,OCM-CAURD-24-000077,990528,2026-07-16,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Nascar,64,12.00,768.00,Net 15,M. Okafor,New York
Torches NYC,OCM-CAURD-24-000077,990529,2026-07-20,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Jelly Donut,129,12.00,1548.00,Net 30,J. Brady,New York
Torches NYC,OCM-CAURD-24-000077,990530,2026-07-24,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Nascar,87,12.00,1044.00,Net 30,M. Okafor,New York
Torches NYC,OCM-CAURD-24-000077,990531,2026-07-28,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Jelly Donut,178,12.00,2136.00,Net 30,M. Okafor,New York
Torches NYC,OCM-CAURD-24-000077,990532,2026-08-01,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Nascar,98,12.00,1176.00,Net 30,S. Lindqvist,New York
Torches NYC,OCM-CAURD-24-000077,990533,2026-08-05,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Jelly Donut,139,12.00,1668.00,Net 30,S. Lindqvist,New York
Torches NYC,OCM-CAURD-24-000077,990534,2026-08-09,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Jelly Donut,157,12.00,1884.00,Net 30,S. Lindqvist,New York
Society House,OCM-CAURD-24-000162,990541,2026-06-17,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Dream,44,3.50,154.00,Net 15,S. Lindqvist,New York
Society House,OCM-CAURD-24-000162,990542,2026-09-03,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Dream,29,3.50,101.50,COD,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,990583,2026-05-27,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Candy Fumez,710,12.00,8520.00,COD,A. Torres,New York
Sweet Life,OCM-RETL-24-000107,990590,2026-06-24,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Headband,79,3.50,276.50,Net 30,J. Brady,New York
Sweet Life,OCM-RETL-24-000107,990591,2026-08-01,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Headband,61,3.50,213.50,Net 30,S. Lindqvist,New York
Sweet Life,OCM-RETL-24-000107,990592,2026-09-02,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Headband,97,3.50,339.50,Net 15,A. Torres,New York
3rd Rock Cannabis,OCM-RETL-24-000209,990645,2026-06-03,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Black Maple,35,12.00,420.00,Net 15,M. Okafor,New York
3rd Rock Cannabis,OCM-RETL-24-000209,990646,2026-06-18,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Black Maple,58,12.00,696.00,Net 30,S. Lindqvist,New York
3rd Rock Cannabis,OCM-RETL-24-000209,990647,2026-07-02,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Black Maple,49,12.00,588.00,COD,M. Okafor,New York
3rd Rock Cannabis,OCM-RETL-24-000209,990648,2026-07-16,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Black Maple,41,12.00,492.00,Net 30,A. Torres,New York
3rd Rock Cannabis,OCM-RETL-24-000209,990649,2026-07-29,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Black Maple,55,12.00,660.00,Net 30,S. Lindqvist,New York
3rd Rock Cannabis,OCM-RETL-24-000209,990650,2026-08-10,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Black Maple,44,12.00,528.00,Net 30,M. Okafor,New York
3rd Rock Cannabis,OCM-RETL-24-000209,990651,2026-08-24,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Black Maple,46,12.00,552.00,COD,M. Okafor,New York
3rd Rock Cannabis,OCM-RETL-24-000209,990652,2026-09-05,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Black Maple,43,12.00,516.00,Net 15,M. Okafor,New York
3rd Rock Cannabis,OCM-RETL-24-000209,990653,2026-09-16,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Black Maple,59,12.00,708.00,Net 15,J. Brady,New York
BESTBUDZ,OCM-RETL-25-000290,990662,2026-05-31,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,33,15.00,495.00,Net 30,J. Brady,New York
BESTBUDZ,OCM-RETL-25-000290,990663,2026-06-22,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,35,15.00,525.00,COD,M. Okafor,New York
BESTBUDZ,OCM-RETL-25-000290,990664,2026-07-17,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,36,15.00,540.00,Net 15,S. Lindqvist,New York
BESTBUDZ,OCM-RETL-25-000290,990665,2026-08-06,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,56,15.00,840.00,Net 30,A. Torres,New York
BESTBUDZ,OCM-RETL-25-000290,990666,2026-08-27,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,52,15.00,780.00,Net 30,M. Okafor,New York
BESTBUDZ,OCM-RETL-25-000290,990667,2026-09-17,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,54,15.00,810.00,Net 15,M. Okafor,New York
Forever 420,OCM-RETL-24-000133,990717,2026-05-31,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Chernobyl,81,3.50,283.50,Net 30,S. Lindqvist,New York
Forever 420,OCM-RETL-24-000133,990718,2026-06-26,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Chernobyl,66,3.50,231.00,Net 30,J. Brady,New York
Forever 420,OCM-RETL-24-000133,990719,2026-07-16,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Chernobyl,110,3.50,385.00,Net 30,A. Torres,New York
Forever 420,OCM-RETL-24-000133,990720,2026-08-05,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Chernobyl,79,3.50,276.50,Net 15,J. Brady,New York
Forever 420,OCM-RETL-24-000133,990721,2026-08-26,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Chernobyl,111,3.50,388.50,Net 15,M. Okafor,New York
Forever 420,OCM-RETL-24-000133,990722,2026-09-16,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Chernobyl,113,3.50,395.50,Net 30,A. Torres,New York
Misha's Flower Shop,OCM-CAURD-24-000094,990733,2026-05-30,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,46,15.00,690.00,COD,J. Brady,New York
Misha's Flower Shop,OCM-CAURD-24-000094,990734,2026-06-17,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,57,15.00,855.00,Net 15,M. Okafor,New York
Misha's Flower Shop,OCM-CAURD-24-000094,990735,2026-07-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,56,15.00,840.00,Net 30,J. Brady,New York
Misha's Flower Shop,OCM-CAURD-24-000094,990736,2026-07-15,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,44,15.00,660.00,COD,A. Torres,New York
Misha's Flower Shop,OCM-CAURD-24-000094,990737,2026-08-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,53,15.00,795.00,Net 30,A. Torres,New York
Misha's Flower Shop,OCM-CAURD-24-000094,990738,2026-08-14,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,52,15.00,780.00,Net 15,S. Lindqvist,New York
Misha's Flower Shop,OCM-CAURD-24-000094,990739,2026-08-27,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,47,15.00,705.00,COD,M. Okafor,New York
Misha's Flower Shop,OCM-CAURD-24-000094,990740,2026-09-11,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,42,15.00,630.00,COD,J. Brady,New York
NYC Bud - Midtown,OCM-CAURD-25-000291,990749,2026-06-03,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Lemon Cherry Gelato,35,12.00,420.00,Net 30,J. Brady,New York
NYC Bud - Midtown,OCM-CAURD-25-000291,990750,2026-06-24,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Lemon Cherry Gelato,44,12.00,528.00,Net 15,A. Torres,New York
NYC Bud - Midtown,OCM-CAURD-25-000291,990751,2026-07-16,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Lemon Cherry Gelato,37,12.00,444.00,Net 30,M. Okafor,New York
NYC Bud - Midtown,OCM-CAURD-25-000291,990752,2026-08-06,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Lemon Cherry Gelato,57,12.00,684.00,COD,M. Okafor,New York
NYC Bud - Midtown,OCM-CAURD-25-000291,990753,2026-08-28,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Lemon Cherry Gelato,49,12.00,588.00,Net 15,M. Okafor,New York
NYC Bud - Midtown,OCM-CAURD-25-000291,990754,2026-09-17,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Lemon Cherry Gelato,59,12.00,708.00,Net 30,A. Torres,New York
NYC Bud - Long Island City,OCM-CAURD-24-000060,990760,2026-05-28,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | GSC,31,12.00,372.00,Net 30,S. Lindqvist,New York
NYC Bud - Long Island City,OCM-CAURD-24-000060,990761,2026-07-04,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | GSC,34,12.00,408.00,Net 30,M. Okafor,New York
NYC Bud - Long Island City,OCM-CAURD-24-000060,990762,2026-08-07,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Death Star,88,3.50,308.00,Net 15,A. Torres,New York
NYC Bud - Long Island City,OCM-CAURD-24-000060,990763,2026-09-07,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | GSC,42,12.00,504.00,COD,A. Torres,New York
Bronx Joint,OCM-CAURD-24-000064,990775,2026-06-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Blue Razz,80,12.00,960.00,Net 30,A. Torres,New York
Bronx Joint,OCM-CAURD-24-000064,990776,2026-06-23,Delivered,Dragonfly,Dragonfly | 1g Vape (50ct) | Lemon Drop,92,15.00,1380.00,Net 30,S. Lindqvist,New York
Bronx Joint,OCM-CAURD-24-000064,990777,2026-07-10,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Blue Razz,86,12.00,1032.00,Net 30,A. Torres,New York
Bronx Joint,OCM-CAURD-24-000064,990778,2026-07-26,Delivered,Dragonfly,Dragonfly | 1g Preroll (100ct) | Skittlez,234,3.50,819.00,Net 30,J. Brady,New York
Bronx Joint,OCM-CAURD-24-000064,990779,2026-08-10,Delivered,Dragonfly,Dragonfly | 1g Vape (50ct) | Lemon Drop,116,15.00,1740.00,COD,A. Torres,New York
Bronx Joint,OCM-CAURD-24-000064,990780,2026-08-26,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,53,15.00,795.00,Net 30,S. Lindqvist,New York
Bronx Joint,OCM-CAURD-24-000064,990781,2026-09-08,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Blue Razz,126,12.00,1512.00,COD,J. Brady,New York
Bronx Joint,OCM-CAURD-24-000064,990782,2026-09-21,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Blue Razz,120,12.00,1440.00,Net 30,J. Brady,New York
Union Chill,OCM-CAURD-25-000269,990799,2026-05-28,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sour Lemons,102,3.50,357.00,Net 30,A. Torres,New York
Union Chill,OCM-CAURD-25-000269,990800,2026-06-06,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Watermelon Skittlez,83,5.00,415.00,Net 30,M. Okafor,New York
Union Chill,OCM-CAURD-25-000269,990801,2026-06-16,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Rainbow Beltz,64,15.00,960.00,Net 30,A. Torres,New York
